fecha,Transaction Description,categoria,monto,Type
2023-01-23,Suscripción Disney Plus,entretenimiento,1948.88,Expense
2023-01-23,Fotocopias e impresiones,otros,3700.0,Income
2023-01-24,Pago mensual de habitación,vivienda,627.24,Expense
2023-01-24,Compra juego de PlayStation,entretenimiento,125.23,Expense
2023-01-24,Envío de encomienda,otros,1450.0,Income
2023-01-24,Cafetería Starbucks,alimentacion,625.49,Expense
2023-01-24,Recibo de internet Movistar,servicios,247.69,Expense
2023-01-24,Compra Supermercado Metro,alimentacion,336.03,Expense
2023-01-25,Servicio Taxi Uber,transporte,342.26,Expense
2023-01-26,Envío de encomienda,otros,1467.0,Income
2023-01-27,Desayuno panadería,alimentacion,676.67,Expense
2023-01-27,Pago mensual de habitación,vivienda,533.27,Expense
2023-01-28,Renta mensual de vivienda,vivienda,997.33,Expense
2023-01-29,KFC almuerzo,alimentacion,1004.22,Expense
2023-01-29,Análisis de laboratorio,salud,323.05,Expense
2023-01-30,Renta mensual de vivienda,vivienda,464.52,Expense
2023-01-31,Compra de víveres minimarket,alimentacion,1718.79,Expense
2023-01-31,Compra de acciones bolsa de valores,otros,4364.0,Income
2023-02-01,Recibo de gas Calidda,servicios,366.13,Expense
2023-02-02,Cena en restaurante rústica,alimentacion,1110.2,Expense
2023-02-03,Artículos de casa Sodimac,otros,456.79,Expense
2023-02-06,Medicinas Mifarma,salud,549.8,Expense
2023-02-07,Envío de encomienda,otros,1478.0,Income
2023-02-07,Compra de víveres minimarket,alimentacion,366.9,Expense
2023-02-08,Compra Supermercado Metro,alimentacion,1908.62,Expense
2023-02-08,Trámite notarial,otros,2812.0,Income
2023-02-09,Servicio Taxi Uber,transporte,661.33,Expense
2023-02-12,KFC almuerzo,alimentacion,744.15,Expense
2023-02-13,Peaje vía evitamiento,transporte,1481.76,Expense
2023-02-15,Medicinas Mifarma,salud,1187.46,Expense
2023-02-16,Suscripción Netflix mensual,entretenimiento,1467.6,Expense
2023-02-18,Entradas Cineplanet,entretenimiento,309.63,Expense
2023-02-20,Almuerzo menú criollo,alimentacion,473.67,Expense
2023-02-20,Pizza Hut familiar,alimentacion,1902.47,Expense
2023-02-22,Retiro de efectivo cajero,otros,3019.0,Income
2023-02-22,Compra de acciones bolsa de valores,otros,3939.0,Income
2023-02-24,McDonald's combo familiar,alimentacion,1945.39,Expense
2023-02-26,Comisión bancaria mensual,otros,1262.0,Income
2023-02-26,Inversión fondo mutuo,otros,4757.0,Income
2023-02-26,Medicinas Mifarma,salud,922.33,Expense
2023-02-28,Pago mensual de habitación,vivienda,1015.8,Expense
2023-03-03,Compra de zapatillas Adidas,otros,158.91,Expense
2023-03-03,Tienda por departamento Ripley,otros,1328.26,Expense
2023-03-05,Comisión bancaria mensual,otros,2638.0,Income
2023-03-05,Compra de zapatillas Adidas,otros,1404.44,Expense
2023-03-05,Compra medicamentos Inkafarma,salud,910.99,Expense
2023-03-07,Suscripción Spotify familiar,entretenimiento,280.86,Expense
2023-03-08,Renta mensual de vivienda,vivienda,319.27,Expense
2023-03-08,Envío de encomienda,otros,3072.0,Income
2023-03-08,Consulta pediatra,salud,1929.62,Expense
2023-03-08,Recarga de gasolina,transporte,932.06,Expense
2023-03-10,Pago mensual de habitación,vivienda,323.65,Expense
2023-03-10,Compra Plaza Vea,alimentacion,437.89,Expense
2023-03-12,Pago de telefonía Claro,servicios,191.51,Expense
2023-03-13,Consulta clínica San Felipe,salud,798.53,Expense
2023-03-13,Otros gastos varios,otros,2631.0,Income
2023-03-13,Pago de telefonía Claro,servicios,71.85,Expense
2023-03-15,Honorarios profesionales,otros,1116.35,Expense
2023-03-15,Pago mensual de habitación,vivienda,929.47,Expense
2023-03-16,Recibo de gas Calidda,servicios,251.69,Expense
2023-03-16,Aporte voluntario AFP,otros,1570.0,Income
2023-03-18,Comisión bancaria mensual,otros,3549.0,Income
2023-03-18,Pago alquiler departamento,vivienda,1168.82,Expense
2023-03-21,Renta mensual de vivienda,vivienda,53.38,Expense
2023-03-22,Fotocopias e impresiones,otros,1555.0,Income
2023-03-23,Fotocopias e impresiones,otros,1503.0,Income
2023-03-23,Fotocopias e impresiones,otros,914.0,Income
2023-03-23,Otros gastos varios,otros,3735.0,Income
2023-03-24,Compra de zapatillas Adidas,otros,1369.59,Expense
2023-03-27,Inversión fondo mutuo,otros,2033.0,Income
2023-03-29,Pago por consultoría externa,otros,1768.01,Expense
2023-03-30,Depósito plazo fijo,otros,2917.0,Income
2023-03-31,Depósito nómina mensual,otros,131.35,Expense
2023-03-31,Recibo de luz Enel,servicios,844.28,Expense
2023-04-01,Suscripción Netflix mensual,entretenimiento,1265.2,Expense
2023-04-01,Cena en restaurante rústica,alimentacion,1978.91,Expense
2023-04-04,Compra de vitaminas,salud,964.57,Expense
2023-04-07,Compra medicamentos Inkafarma,salud,1826.23,Expense
2023-04-08,Mensualidad instituto de idiomas,educacion,548.17,Expense
2023-04-09,Compra de acciones bolsa de valores,otros,740.0,Income
2023-04-10,Servicio Taxi Cabify,transporte,126.6,Expense
2023-04-10,Compra de vitaminas,salud,1536.02,Expense
2023-04-13,Recibo de internet Movistar,servicios,209.27,Expense
2023-04-15,Recarga de gasolina,transporte,1072.04,Expense
2023-04-16,Cafetería Starbucks,alimentacion,1530.46,Expense
2023-04-20,Artículos de casa Sodimac,otros,716.06,Expense
2023-04-20,Pago de agua Sedapal,servicios,360.44,Expense
2023-04-21,Consulta pediatra,salud,1828.82,Expense
2023-04-22,Trámite notarial,otros,1664.0,Income
2023-04-22,Entrada concierto,entretenimiento,1675.03,Expense
2023-04-23,Pago por consultoría externa,otros,1088.83,Expense
2023-04-24,Inversión fondo mutuo,otros,1239.0,Income
2023-04-25,Depósito plazo fijo,otros,663.0,Income
2023-05-02,Pizza Hut familiar,alimentacion,670.15,Expense
2023-05-02,Recibo de internet Movistar,servicios,688.11,Expense
2023-05-03,Trámite notarial,otros,987.0,Income
2023-05-05,Compra de acciones bolsa de valores,otros,1408.0,Income
2023-05-05,Análisis de laboratorio,salud,1921.51,Expense
2023-05-05,Compra de libros de texto,educacion,1176.17,Expense
2023-05-07,Análisis de laboratorio,salud,281.54,Expense
2023-05-12,Envío de encomienda,otros,4491.0,Income
2023-05-14,Recibo de internet Movistar,servicios,1417.29,Expense
2023-05-14,Consulta clínica San Felipe,salud,454.24,Expense
2023-05-14,Pago de telefonía Claro,servicios,762.98,Expense
2023-05-15,Recarga tarjeta Metropolitano,transporte,263.42,Expense
2023-05-15,Tienda de ropa Saga Falabella,otros,1703.01,Expense
2023-05-16,Desayuno panadería,alimentacion,372.34,Expense
2023-05-17,Suscripción Netflix mensual,entretenimiento,1282.9,Expense
2023-05-18,Envío de encomienda,otros,1652.0,Income
2023-05-19,Pago alquiler departamento,vivienda,483.61,Expense
2023-05-20,Recibo de luz Enel,servicios,1276.01,Expense
2023-05-20,Análisis de laboratorio,salud,898.79,Expense
2023-05-20,Suscripción Spotify familiar,entretenimiento,1389.42,Expense
2023-05-22,Renta mensual de vivienda,vivienda,1443.62,Expense
2023-05-22,Retiro de efectivo cajero,otros,3937.0,Income
2023-05-22,Mensualidad instituto de idiomas,educacion,991.23,Expense
2023-05-25,Compra online Amazon,otros,211.84,Expense
2023-05-28,Suscripción HBO Max,entretenimiento,333.69,Expense
2023-05-29,Compra de acciones bolsa de valores,otros,2915.0,Income
2023-05-29,Retiro de efectivo cajero,otros,1357.0,Income
2023-05-30,Depósito plazo fijo,otros,3575.0,Income
2023-06-02,Inversión fondo mutuo,otros,4981.0,Income
2023-06-03,Renta mensual de vivienda,vivienda,682.52,Expense
2023-06-04,Depósito nómina mensual,otros,1411.96,Expense
2023-06-05,Recibo de gas Calidda,servicios,1218.56,Expense
2023-06-08,Cena en restaurante rústica,alimentacion,211.5,Expense
2023-06-08,Suscripción HBO Max,entretenimiento,824.47,Expense
2023-06-09,Estación de servicio Primax,transporte,1324.59,Expense
2023-06-09,Pago alquiler departamento,vivienda,108.77,Expense
2023-06-10,Pago de haberes sueldo,otros,315.64,Expense
2023-06-10,Compra útiles escolares,educacion,184.38,Expense
2023-06-13,Depósito nómina mensual,otros,407.35,Expense
2023-06-15,Inversión fondo mutuo,otros,2890.0,Income
2023-06-16,Pago de haberes sueldo,otros,1689.1,Expense
2023-06-16,Tienda de ropa Saga Falabella,otros,947.18,Expense
2023-06-17,Estación de servicio Primax,transporte,191.36,Expense
2023-06-17,Pago de tv cable DirecTV,servicios,748.33,Expense
2023-06-19,Pago de telefonía Claro,servicios,897.09,Expense
2023-06-21,Pago de haberes sueldo,otros,534.17,Expense
2023-06-22,Pizza Hut familiar,alimentacion,310.75,Expense
2023-06-22,Pago alquiler departamento,vivienda,180.56,Expense
2023-06-23,Tienda por departamento Ripley,otros,1941.7,Expense
2023-06-25,McDonald's combo familiar,alimentacion,1683.19,Expense
2023-06-25,Compra de zapatillas Adidas,otros,1931.6,Expense
2023-06-25,Depósito nómina mensual,otros,1149.7,Expense
2023-06-26,Servicio Taxi Uber,transporte,167.12,Expense
2023-06-30,Pizza Hut familiar,alimentacion,1009.18,Expense
2023-07-01,Pago de tv cable DirecTV,servicios,249.36,Expense
2023-07-02,Recibo de gas Calidda,servicios,1898.63,Expense
2023-07-05,Inversión fondo mutuo,otros,2078.0,Income
2023-07-05,Otros gastos varios,otros,1141.0,Income
2023-07-06,Curso online Udemy,educacion,411.82,Expense
2023-07-07,Pago de telefonía Claro,servicios,1669.88,Expense
2023-07-07,Alquiler de local comercial,vivienda,183.18,Expense
2023-07-10,Compra medicamentos Inkafarma,salud,1714.68,Expense
2023-07-10,Desayuno panadería,alimentacion,1575.24,Expense
2023-07-10,Compra de zapatillas Adidas,otros,233.91,Expense
2023-07-10,Depósito plazo fijo,otros,1365.0,Income
2023-07-11,Pago alquiler departamento,vivienda,1573.63,Expense
2023-07-13,Análisis de laboratorio,salud,1757.01,Expense
2023-07-15,Depósito nómina mensual,otros,1148.33,Expense
2023-07-15,Recibo de luz Enel,servicios,558.07,Expense
2023-07-15,Mensualidad instituto de idiomas,educacion,817.0,Income
2023-07-15,Análisis de laboratorio,salud,1384.12,Expense
2023-07-15,Fotocopias e impresiones,otros,2700.0,Income
2023-07-16,McDonald's combo familiar,alimentacion,682.35,Expense
2023-07-17,Recarga tarjeta Metropolitano,transporte,567.89,Expense
2023-07-18,Alquiler de local comercial,vivienda,1945.27,Expense
2023-07-19,Recarga de gasolina,transporte,1948.7,Expense
2023-07-19,Consulta pediatra,salud,546.15,Expense
2023-07-20,Pago alquiler departamento,vivienda,383.99,Expense
2023-07-21,Tienda de ropa Saga Falabella,otros,1484.48,Expense
2023-07-23,Membresía Gimnasio Smartfit,salud,1643.82,Expense
2023-07-25,Pago de telefonía Claro,servicios,140.58,Expense
2023-07-26,Compra online Amazon,otros,279.94,Expense
2023-07-27,Cafetería Starbucks,alimentacion,355.74,Expense
2023-07-27,Entradas Cineplanet,entretenimiento,1675.58,Expense
2023-07-30,Pago por consultoría externa,otros,110.61,Expense
2023-08-01,Suscripción Disney Plus,entretenimiento,555.22,Expense
2023-08-04,Tienda de ropa Saga Falabella,otros,1274.47,Expense
2023-08-05,Inversión fondo mutuo,otros,2481.0,Income
2023-08-07,Pago por consultoría externa,otros,363.39,Expense
2023-08-07,Análisis de laboratorio,salud,695.06,Expense
2023-08-09,Recarga tarjeta Metropolitano,transporte,1500.43,Expense
2023-08-09,Peaje vía evitamiento,transporte,64.63,Expense
2023-08-10,Compra de acciones bolsa de valores,otros,2313.0,Income
2023-08-10,Compra juego de PlayStation,entretenimiento,545.48,Expense
2023-08-11,Desayuno panadería,alimentacion,1730.61,Expense
2023-08-16,Compra Plaza Vea,alimentacion,953.45,Expense
2023-08-17,Depósito plazo fijo,otros,569.0,Income
2023-08-17,Combustible estación Repsol,transporte,1428.35,Expense
2023-08-21,Combustible estación Repsol,transporte,853.38,Expense
2023-08-22,Consulta pediatra,salud,923.41,Expense
2023-08-23,Combustible estación Repsol,transporte,1357.62,Expense
2023-08-25,Tienda por departamento Ripley,otros,1173.13,Expense
2023-08-27,Fotocopias e impresiones,otros,2815.0,Income
2023-08-30,Pago alquiler departamento,vivienda,968.66,Expense
2023-08-30,Recarga de gasolina,transporte,1284.78,Expense
2023-08-30,Recarga de gasolina,transporte,1315.68,Expense
2023-08-30,Peaje vía evitamiento,transporte,384.84,Expense
2023-09-01,Compra juego de PlayStation,entretenimiento,1800.38,Expense
2023-09-01,Compra útiles escolares,educacion,1324.46,Expense
2023-09-03,Compra de víveres minimarket,alimentacion,1314.25,Expense
2023-09-04,Servicio Taxi Cabify,transporte,1814.75,Expense
2023-09-04,Pizza Hut familiar,alimentacion,1170.22,Expense
2023-09-04,Suscripción Netflix mensual,entretenimiento,692.9,Expense
2023-09-07,Honorarios profesionales,otros,1813.99,Expense
2023-09-10,Recarga tarjeta Metropolitano,transporte,1692.38,Expense
2023-09-11,Recibo de internet Movistar,servicios,594.63,Expense
2023-09-11,Combustible estación Repsol,transporte,1453.12,Expense
2023-09-12,Recibo de gas Calidda,servicios,1894.38,Expense
2023-09-12,Renta mensual de vivienda,vivienda,452.28,Expense
2023-09-13,Estación de servicio Primax,transporte,846.74,Expense
2023-09-14,Compra de vitaminas,salud,528.51,Expense
2023-09-14,Renta mensual de vivienda,vivienda,946.37,Expense
2023-09-14,Pago alquiler departamento,vivienda,949.72,Expense
2023-09-15,Inversión fondo mutuo,otros,3626.0,Income
2023-09-15,Tienda por departamento Ripley,otros,117.58,Expense
2023-09-16,Recibo de luz Enel,servicios,1984.77,Expense
2023-09-16,Honorarios profesionales,otros,295.02,Expense
2023-09-21,Recibo de gas Calidda,servicios,1560.09,Expense
2023-09-21,Pago de agua Sedapal,servicios,633.69,Expense
2023-09-23,Fotocopias e impresiones,otros,2740.0,Income
2023-09-24,Recibo de gas Calidda,servicios,1156.8,Expense
2023-09-28,Depósito plazo fijo,otros,1560.0,Income
2023-09-29,Artículos de casa Sodimac,otros,812.75,Expense
2023-10-03,Tienda por departamento Ripley,otros,19.29,Expense
2023-10-04,Consulta clínica San Felipe,salud,1900.64,Expense
2023-10-04,Suscripción Spotify familiar,entretenimiento,45.65,Expense
2023-10-05,Inversión fondo mutuo,otros,2353.0,Income
2023-10-06,Consulta odontológica,salud,631.06,Expense
2023-10-08,Comisión bancaria mensual,otros,1868.0,Income
2023-10-08,Depósito plazo fijo,otros,2942.0,Income
2023-10-08,Depósito nómina mensual,otros,1458.39,Expense
2023-10-09,Medicinas Mifarma,salud,872.99,Expense
2023-10-09,Recibo de gas Calidda,servicios,692.04,Expense
2023-10-11,Consulta pediatra,salud,1502.73,Expense
2023-10-13,Compra de libros de texto,educacion,656.0,Income
2023-10-14,Pago de tv cable DirecTV,servicios,430.27,Expense
2023-10-14,Depósito plazo fijo,otros,1508.0,Income
2023-10-15,Compra Plaza Vea,alimentacion,756.63,Expense
2023-10-15,Pizza Hut familiar,alimentacion,1191.91,Expense
2023-10-16,Compra de acciones bolsa de valores,otros,661.0,Income
2023-10-17,Aporte voluntario AFP,otros,3914.0,Income
2023-10-17,Alquiler de local comercial,vivienda,1099.09,Expense
2023-10-27,Pago de telefonía Claro,servicios,418.93,Expense
2023-10-27,Almuerzo menú criollo,alimentacion,609.22,Expense
2023-10-29,Estación de servicio Primax,transporte,1249.37,Expense
2023-10-30,Artículos de casa Sodimac,otros,1663.0,Expense
2023-10-30,Inversión fondo mutuo,otros,2815.0,Income
2023-11-04,Depósito plazo fijo,otros,4577.0,Income
2023-11-05,Depósito plazo fijo,otros,2654.0,Income
2023-11-08,Suscripción Spotify familiar,entretenimiento,722.26,Expense
2023-11-08,Pago de agua Sedapal,servicios,88.42,Expense
2023-11-08,Suscripción HBO Max,entretenimiento,1379.53,Expense
2023-11-09,Entrada concierto,entretenimiento,15.45,Expense
2023-11-09,Pago alquiler departamento,vivienda,1672.11,Expense
2023-11-11,Pago de tv cable DirecTV,servicios,1899.4,Expense
2023-11-11,Pago alquiler departamento,vivienda,1449.89,Expense
2023-11-13,Envío de encomienda,otros,2393.0,Income
2023-11-14,Servicio Taxi Cabify,transporte,535.61,Expense
2023-11-14,Aporte voluntario AFP,otros,823.0,Income
2023-11-15,Compra de vitaminas,salud,1605.18,Expense
2023-11-17,Alquiler de local comercial,vivienda,199.05,Expense
2023-11-18,Cena en restaurante rústica,alimentacion,29.25,Expense
2023-11-21,Compra de acciones bolsa de valores,otros,3192.0,Income
2023-11-21,Pago de haberes sueldo,otros,1910.63,Expense
2023-11-22,Pago mensual de habitación,vivienda,751.52,Expense
2023-11-23,Alquiler de local comercial,vivienda,807.55,Expense
2023-11-23,Combustible estación Repsol,transporte,1673.06,Expense
2023-11-26,Honorarios profesionales,otros,1601.8,Expense
2023-11-26,Pago de tv cable DirecTV,servicios,234.98,Expense
2023-11-26,Compra de víveres minimarket,alimentacion,1963.32,Expense
2023-11-26,Alquiler de local comercial,vivienda,837.9,Expense
2023-11-27,Honorarios profesionales,otros,370.71,Expense
2023-11-27,Consulta clínica San Felipe,salud,1226.6,Expense
2023-11-28,Pago de agua Sedapal,servicios,971.33,Expense
2023-11-28,Compra de laptop Wilson,otros,886.97,Expense
2023-11-29,Matrícula Universidad,educacion,601.0,Income
2023-12-05,Entradas Cineplanet,entretenimiento,1956.01,Expense
2023-12-05,Membresía Gimnasio Smartfit,salud,1043.01,Expense
2023-12-06,Renta mensual de vivienda,vivienda,871.37,Expense
2023-12-08,Honorarios profesionales,otros,698.04,Expense
2023-12-09,Tienda de ropa Saga Falabella,otros,305.82,Expense
2023-12-09,Compra Supermercado Metro,alimentacion,33.17,Expense
2023-12-10,Pago por consultoría externa,otros,1705.22,Expense
2023-12-11,Alquiler de local comercial,vivienda,1505.35,Expense
2023-12-13,Medicinas Mifarma,salud,1940.59,Expense
2023-12-14,Compra de acciones bolsa de valores,otros,3601.0,Income
2023-12-14,Suscripción Disney Plus,entretenimiento,166.87,Expense
2023-12-18,Depósito nómina mensual,otros,185.16,Expense
2023-12-20,Análisis de laboratorio,salud,246.23,Expense
2023-12-21,Compra Plaza Vea,alimentacion,214.26,Expense
2023-12-22,Cafetería Starbucks,alimentacion,1653.56,Expense
2023-12-23,Servicio Taxi Uber,transporte,1781.32,Expense
2023-12-25,Pago por consultoría externa,otros,1901.21,Expense
2023-12-26,Compra Supermercado Metro,alimentacion,1635.01,Expense
2023-12-27,Compra de vitaminas,salud,1124.7,Expense
2023-12-29,Pago de haberes sueldo,otros,1436.15,Expense
2023-12-29,Honorarios profesionales,otros,236.91,Expense
2023-12-29,Entrada concierto,entretenimiento,14.37,Expense
2024-01-02,Servicio Taxi Cabify,transporte,1099.9,Expense
2024-01-02,Alquiler de local comercial,vivienda,101.1,Expense
2024-01-04,Aporte voluntario AFP,otros,3852.0,Income
2024-01-04,Inversión fondo mutuo,otros,2036.0,Income
2024-01-07,Pensión mensual colegio,educacion,2266.0,Income
2024-01-09,Entradas Cineplanet,entretenimiento,1436.41,Expense
2024-01-09,Fotocopias e impresiones,otros,880.0,Income
2024-01-10,Alquiler de local comercial,vivienda,1546.57,Expense
2024-01-11,Pago de tv cable DirecTV,servicios,1928.07,Expense
2024-01-11,Inversión fondo mutuo,otros,4045.0,Income
2024-01-11,Pago de haberes sueldo,otros,1849.5,Expense
2024-01-12,Pago de telefonía Claro,servicios,1386.72,Expense
2024-01-13,Depósito plazo fijo,otros,1348.0,Income
2024-01-14,Membresía Gimnasio Smartfit,salud,1013.18,Expense
2024-01-15,Suscripción Disney Plus,entretenimiento,554.46,Expense
2024-01-16,Servicio Taxi Cabify,transporte,911.16,Expense
2024-01-16,Trámite notarial,otros,4696.0,Income
2024-01-16,Consulta odontológica,salud,1426.63,Expense
2024-01-17,Compra juego de PlayStation,entretenimiento,409.77,Expense
2024-01-19,Peaje vía evitamiento,transporte,1376.36,Expense
2024-01-19,Pago de agua Sedapal,servicios,1962.86,Expense
2024-01-19,Recibo de internet Movistar,servicios,1012.75,Expense
2024-01-19,Medicinas Mifarma,salud,1423.6,Expense
2024-01-20,Pago de haberes sueldo,otros,1169.78,Expense
2024-01-22,Tienda de ropa Saga Falabella,otros,1351.74,Expense
2024-01-23,Recarga de gasolina,transporte,1756.18,Expense
2024-01-24,McDonald's combo familiar,alimentacion,1050.23,Expense
2024-01-25,Compra de acciones bolsa de valores,otros,934.0,Income
2024-01-26,Suscripción HBO Max,entretenimiento,541.29,Expense
2024-01-26,Peaje vía evitamiento,transporte,1369.95,Expense
2024-01-26,Inversión fondo mutuo,otros,2917.0,Income
2024-01-27,Pizza Hut familiar,alimentacion,723.78,Expense
2024-01-28,Suscripción HBO Max,entretenimiento,1487.4,Expense
2024-01-30,Compra juego de PlayStation,entretenimiento,1026.74,Expense
2024-02-01,Estación de servicio Primax,transporte,1388.94,Expense
2024-02-06,Retiro de efectivo cajero,otros,3674.0,Income
2024-02-07,Consulta odontológica,salud,1932.01,Expense
2024-02-07,Fotocopias e impresiones,otros,2163.0,Income
2024-02-10,Depósito nómina mensual,otros,1661.67,Expense
2024-02-10,Compra medicamentos Inkafarma,salud,1512.66,Expense
2024-02-10,Suscripción Spotify familiar,entretenimiento,1554.53,Expense
2024-02-14,Pasaje aéreo Latam,transporte,903.14,Expense
2024-02-14,Alquiler de local comercial,vivienda,382.08,Expense
2024-02-15,Aporte voluntario AFP,otros,3590.0,Income
2024-02-16,Fotocopias e impresiones,otros,2664.0,Income
2024-02-17,Fotocopias e impresiones,otros,546.0,Income
2024-02-19,Recibo de internet Movistar,servicios,89.48,Expense
2024-02-21,Compra de víveres minimarket,alimentacion,1549.59,Expense
2024-02-21,Peaje vía evitamiento,transporte,986.2,Expense
2024-02-21,Medicinas Mifarma,salud,155.03,Expense
2024-02-22,Suscripción Disney Plus,entretenimiento,1914.41,Expense
2024-02-23,Recibo de luz Enel,servicios,837.7,Expense
2024-02-23,Alquiler de local comercial,vivienda,705.31,Expense
2024-02-24,Compra de vitaminas,salud,668.82,Expense
2024-02-24,Honorarios profesionales,otros,1993.3,Expense
2024-02-25,Cena en restaurante rústica,alimentacion,238.3,Expense
2024-02-27,Entrada concierto,entretenimiento,1809.95,Expense
2024-02-27,Suscripción Netflix mensual,entretenimiento,1918.2,Expense
2024-02-27,Análisis de laboratorio,salud,768.93,Expense
2024-02-28,Pago alquiler departamento,vivienda,777.89,Expense
2024-02-29,Recarga tarjeta Metropolitano,transporte,59.16,Expense
2024-03-02,Compra de vitaminas,salud,1033.48,Expense
2024-03-03,Pago por consultoría externa,otros,97.26,Expense
2024-03-05,Suscripción Netflix mensual,entretenimiento,647.42,Expense
2024-03-05,Depósito plazo fijo,otros,1871.0,Income
2024-03-06,Almuerzo menú criollo,alimentacion,1257.6,Expense
2024-03-06,Suscripción HBO Max,entretenimiento,1731.25,Expense
2024-03-06,Pago mensual de habitación,vivienda,419.1,Expense
2024-03-07,Pensión mensual colegio,educacion,1296.66,Expense
2024-03-07,Recibo de gas Calidda,servicios,57.27,Expense
2024-03-08,KFC almuerzo,alimentacion,184.17,Expense
2024-03-11,Trámite notarial,otros,1077.0,Income
2024-03-13,Entrada concierto,entretenimiento,1822.86,Expense
2024-03-15,Pago de haberes sueldo,otros,1264.13,Expense
2024-03-16,Desayuno panadería,alimentacion,785.11,Expense
2024-03-18,Compra de acciones bolsa de valores,otros,1018.0,Income
2024-03-26,Almuerzo menú criollo,alimentacion,1404.76,Expense
2024-03-27,Aporte voluntario AFP,otros,2874.0,Income
2024-03-28,Recarga de gasolina,transporte,1217.07,Expense
2024-03-29,Depósito nómina mensual,otros,769.01,Expense
2024-03-30,Compra Supermercado Metro,alimentacion,953.24,Expense
2024-03-30,Pago de telefonía Claro,servicios,1496.04,Expense
2024-04-03,Combustible estación Repsol,transporte,1920.67,Expense
2024-04-04,Comisión bancaria mensual,otros,591.0,Income
2024-04-06,Pago de tv cable DirecTV,servicios,255.24,Expense
2024-04-07,Compra de libros de texto,educacion,4900.0,Income
2024-04-08,Renta mensual de vivienda,vivienda,616.34,Expense
2024-04-09,Consulta clínica San Felipe,salud,431.36,Expense
2024-04-09,Pago de agua Sedapal,servicios,330.3,Expense
2024-04-10,Pasaje aéreo Latam,transporte,396.71,Expense
2024-04-10,Aporte voluntario AFP,otros,4996.0,Income
2024-04-11,Renta mensual de vivienda,vivienda,588.4,Expense
2024-04-13,Inversión fondo mutuo,otros,2117.0,Income
2024-04-16,Honorarios profesionales,otros,1903.56,Expense
2024-04-17,Entradas Cineplanet,entretenimiento,209.09,Expense
2024-04-17,Suscripción Disney Plus,entretenimiento,642.39,Expense
2024-04-17,Servicio Taxi Cabify,transporte,1389.98,Expense
2024-04-18,Envío de encomienda,otros,3091.0,Income
2024-04-20,Recibo de gas Calidda,servicios,19.62,Expense
2024-04-21,Suscripción Netflix mensual,entretenimiento,1427.28,Expense
2024-04-22,Peaje vía evitamiento,transporte,1681.82,Expense
2024-04-23,Pensión mensual colegio,educacion,4431.0,Income
2024-04-25,Consulta pediatra,salud,1551.79,Expense
2024-04-26,Pago mensual de habitación,vivienda,359.78,Expense
2024-04-26,Recarga tarjeta Metropolitano,transporte,1718.84,Expense
2024-04-30,Compra de acciones bolsa de valores,otros,2656.0,Income
2024-05-02,Pago mensual de habitación,vivienda,1457.58,Expense
2024-05-03,Compra Plaza Vea,alimentacion,1627.16,Expense
2024-05-04,Entrada concierto,entretenimiento,1813.54,Expense
2024-05-04,Depósito nómina mensual,otros,1311.28,Expense
2024-05-05,Comisión bancaria mensual,otros,2329.0,Income
2024-05-05,Servicio Taxi Cabify,transporte,276.42,Expense
2024-05-14,Renta mensual de vivienda,vivienda,799.6,Expense
2024-05-15,Entrada concierto,entretenimiento,1697.48,Expense
2024-05-17,Pago de tv cable DirecTV,servicios,1516.84,Expense
2024-05-20,Depósito plazo fijo,otros,1967.0,Income
2024-05-22,Recibo de internet Movistar,servicios,1474.48,Expense
2024-05-23,Consulta pediatra,salud,90.44,Expense
2024-05-25,Compra juego de PlayStation,entretenimiento,135.09,Expense
2024-05-26,Almuerzo menú criollo,alimentacion,1340.49,Expense
2024-05-27,Medicinas Mifarma,salud,782.31,Expense
2024-05-27,Compra de víveres minimarket,alimentacion,89.41,Expense
2024-05-31,Pago alquiler departamento,vivienda,1410.44,Expense
2024-06-01,Servicio Taxi Cabify,transporte,1671.4,Expense
2024-06-02,Recibo de gas Calidda,servicios,759.55,Expense
2024-06-02,Pago mensual de habitación,vivienda,1038.16,Expense
2024-06-03,Suscripción Netflix mensual,entretenimiento,1037.58,Expense
2024-06-04,Análisis de laboratorio,salud,978.85,Expense
2024-06-06,Cena en restaurante rústica,alimentacion,1008.66,Expense
2024-06-07,Compra de acciones bolsa de valores,otros,2384.0,Income
2024-06-09,Comisión bancaria mensual,otros,2232.0,Income
2024-06-10,Aporte voluntario AFP,otros,3467.0,Income
2024-06-12,Renta mensual de vivienda,vivienda,1325.61,Expense
2024-06-13,Membresía Gimnasio Smartfit,salud,1443.31,Expense
2024-06-13,Depósito nómina mensual,otros,963.25,Expense
2024-06-14,Tienda por departamento Ripley,otros,54.67,Expense
2024-06-15,Depósito plazo fijo,otros,1603.0,Income
2024-06-16,McDonald's combo familiar,alimentacion,1782.69,Expense
2024-06-17,Depósito plazo fijo,otros,2615.0,Income
2024-06-21,Compra de laptop Wilson,otros,1202.72,Expense
2024-06-21,Supermercado Tottus,alimentacion,1758.23,Expense
2024-06-22,Servicio Taxi Cabify,transporte,1895.04,Expense
2024-06-23,Depósito nómina mensual,otros,1735.93,Expense
2024-06-23,Envío de encomienda,otros,1669.0,Income
2024-06-23,Recibo de gas Calidda,servicios,1250.19,Expense
2024-06-23,Pago de agua Sedapal,servicios,1451.13,Expense
2024-06-23,Pago por consultoría externa,otros,1197.1,Expense
